,Company,Rating,Review Count,Title,Experience,Salary,Location,Skills,Link,Role,Industry Type,Functional Area,Employment Type,Role Category,UG ,PG ,Doctorate ,Industry
88,Microsoft Corporation,4.1,(425 Reviews),Senior Data Scientist,5-9 Yrs,Not disclosed,Hyderabad/Secunderabad,"IT Skills,Java,Python,Data Science,Azure,cyber security,MySQL,Machine learning",https://www.naukri.com/job-listings-senior-data-scientist-microsoft-india-r-and-d-pvt-ltd-hyderabad-secunderabad-5-to-9-years-200521500528?src=jobsearchDesk&sid=16261442426056097&xp=9&px=6,"System Analyst,","IT Services & Consulting,","IT Software - Application Programming, Maintenance,","Full Time, Permanent",Programming & Design,Any Graduate,Post Graduation Not Required,,
89,Omega Whitespace Health, , ,Senior Data Scientist - Hyderabad,8-12 Yrs, Not Disclosed by Recruiter ,Hyderabad/Secunderabad,"Data Science,Regression Analysis,R,Logistic Regression,Github,Web Technologies,Statistical Modeling,SQL Server",https://www.naukri.com/job-listings-senior-data-scientist-hyderabad-omega-whitespace-health-hyderabad-secunderabad-8-to-12-years-190421005935?src=jobsearchDesk&sid=16261442426056097&xp=10&px=6,Technical Architect,,"IT Software - Application Programming, Maintenance","Full Time, Permanent",Programming & Design,,,,Medical Services / Hospital
90,Talent Linked Consultancy , , ,Data Scientist | Leading Healthcare Firm |Hyderabad,3-8 Yrs,"8,00,000 - 16,00,000 PA.",Hyderabad/Secunderabad(Jubilee Hills),"Tensorflow,Data Science,Cnn,Scipy,Retail Sales,Data Analysis,Knn,Data Analytics",https://www.naukri.com/job-listings-data-scientist-leading-healthcare-firm-hyderabad-talent-linked-consultancy-hyderabad-secunderabad-3-to-8-years-200521003576?src=jobsearchDesk&sid=16261442426056097&xp=11&px=6,"Data Analyst,","Medical Services / Hospital,","Analytics & Business Intelligence,","Full Time, Permanent",Analytics & BI,Any Graduate,,,
91,Shreshi Management Services Pvt. Ltd. , , ,Data Scientist,3-7 Yrs,"10,00,000 - 12,00,000 PA.","Hyderabad/Secunderabad, Bangalore/Bengaluru","verbal communication,Matlab,Perl,written,R,machine learning,Python,data science",https://www.naukri.com/job-listings-data-scientist-shreshi-management-services-pvt-ltd-hyderabad-secunderabad-bangalore-bengaluru-3-to-7-years-180621004864?src=jobsearchDesk&sid=16261442426056097&xp=12&px=6,"Database Architect/Designer,","IT Services & Consulting,","IT Software - DBA, Datawarehousing,","Full Time, Permanent",Programming & Design,Any Graduate,,,
92,IVY SOFTWARE DEVELOPMENT SERVICES PVT LTD,5.0,(3 Reviews),Data Scientist,3-7 Yrs, Not Disclosed by Recruiter ,Hyderabad/Secunderabad,"Data Science,Algorithms,SQL Queries,Airflow,Docker,SQL,GCP,Python",https://www.naukri.com/job-listings-data-scientist-ivy-software-development-services-pvt-ltd-hyderabad-secunderabad-2-to-7-years-110621004545?src=jobsearchDesk&sid=16261442426056097&xp=13&px=6,Data Scientist,,"IT Software - Application Programming, Maintenance","Full Time, Permanent",,,,,IT Services & Consulting
93,Lera Technologies Pvt.Ltd.,3.7,(10 Reviews),Director - Data Engineering,12-18 Yrs,"25,00,000 - 35,00,000 PA.",Hyderabad/Secunderabad(Gachibowli),"Data Engineering,ETL,Data Transformation,Java,Metadata Management,Banking,Database Design,Big Data",https://www.naukri.com/job-listings-director-data-engineering-lera-technologies-pvt-ltd-hyderabad-secunderabad-12-to-18-years-140621004653?src=jobsearchDesk&sid=16261442426056097&xp=14&px=6,"Project Manager-IT/Software,","IT Services & Consulting,","IT Software - Application Programming, Maintenance,","Full Time, Permanent",Project Management,B.Tech/B.E. in Any Specialization,,,
94,Value Momentum Software Services Pvt. Ltd.,3.7,(186 Reviews),Data Engineer Immediate Joiner Location- Hyderabad/Pune,3-8 Yrs,Not disclosed,"Hyderabad/Secunderabad, Pune","Business Intelligence,CICD,Azure DevOps,Spark,Data Warehousing,Data Factory,Power BI,GCP",https://www.naukri.com/job-listings-data-engineer-immediate-joiner-location-hyderabad-pune-value-momentum-software-services-pvt-ltd-hyderabad-secunderabad-pune-3-to-8-years-020721004293?src=jobsearchDesk&sid=16261442426056097&xp=15&px=6,,,,,,,,,
95,Core Compete Pvt. Ltd.,2.8,(16 Reviews),Technical Lead- Data Engineering,8-12 Yrs,Not disclosed,"Hyderabad/Secunderabad, Pune","IT Skills,Java,Python,Data Science,Cloud,Big Data,AWS,Artificial Intelligence",https://www.naukri.com/job-listings-technical-lead-data-engineering-core-compete-pvt-ltd-hyderabad-secunderabad-pune-8-to-12-years-030721003622?src=jobsearchDesk&sid=16261442426056097&xp=16&px=6,"Team Lead/Technical Lead,","IT Services & Consulting,","IT Software - Other,","Full Time, Permanent",Programming & Design,B.Tech/B.E. in Any Specialization,,,
96,Savantys Solutions, , ,Data Engineer - Big Data/Hadoop,10-12 Yrs,Not disclosed,"Hyderabad/Secunderabad, Bangalore/Bengaluru","Spark,Big Data,Scala,Impala,Power BI,Data Analysis,NiFi,Java",https://www.naukri.com/job-listings-data-engineer-big-data-hadoop-savantys-solutions-hyderabad-secunderabad-bangalore-bengaluru-10-to-12-years-220621906980?src=jobsearchDesk&sid=16261442426056097&xp=17&px=6,"Data Analyst,","IT Services & Consulting,","Analytics & Business Intelligence,","Full Time, Permanent",Analytics & BI,"B.Sc in Any Specialization, BCA in Computers, B.Tech/B.E. in Any Specialization",Any Postgraduate,Doctorate Not Required,
97,Savantys Solutions, , ,Data Engineer - Big Data/Hadoop,4-9 Yrs,Not disclosed,"Hyderabad/Secunderabad, Bangalore/Bengaluru","Spark,HBase,EMR,Java,Scala,Kafka,Big data,NiFi",https://www.naukri.com/job-listings-data-engineer-big-data-hadoop-savantys-solutions-hyderabad-secunderabad-bangalore-bengaluru-4-to-9-years-220621906979?src=jobsearchDesk&sid=16261442426056097&xp=18&px=6,"Data Analyst,","IT Services & Consulting,","Analytics & Business Intelligence,","Full Time, Permanent",Analytics & BI,"B.Sc in Any Specialization, B.Tech/B.E. in Any Specialization, BCA in Computers",Any Postgraduate,Doctorate Not Required,
98,S&P Global,4.1,(191 Reviews),"S&P Global - Lead Data Scientist, GGN / HYD 8+Years",8-13 Yrs,"20,00,000 - 25,00,000 PA.","Hyderabad/Secunderabad, Gurgaon/Gurugram","Data Scientist,Large dataset,Python,Data Science,R,Machine Learning",https://www.naukri.com/job-listings-s-p-global-lead-data-scientist-ggn-hyd-8-years-s-p-global-hyderabad-secunderabad-gurgaon-gurugram-8-to-13-years-140621007132?src=jobsearchDesk&sid=16261442426056097&xp=19&px=6,"Analytics Manager,","Analytics / KPO / Research,","Analytics & Business Intelligence,","Full Time, Permanent",Analytics & BI,,Any Postgraduate,,
99,BHANIX FINANCE AND INVESTMENT LIMITED ,3.1,(10 Reviews),Data Scientist,2-5 Yrs,Not disclosed,Hyderabad/Secunderabad,"Machine Learning,Python,SQL,Data Science,Object Detection,NLP,Artificial Intelligence,Image Processing",https://www.naukri.com/job-listings-data-scientist-bhanix-finance-and-investment-limited-hyderabad-secunderabad-2-to-5-years-050521003697?src=jobsearchDesk&sid=16261442426056097&xp=20&px=6,"Other,","Banking,","Other,","Full Time, Permanent",Other,B.Tech/B.E. in Any Specialization,MBA/PGDM in Any Specialization,,
100,Tide Software, , ,Lead Data Scientist,1-6 Yrs,Not disclosed,Hyderabad/Secunderabad,"IT Skills,Data Science,DevOps,Project Management,Big Data,AWS,BPO,Backend",https://www.naukri.com/job-listings-lead-data-scientist-tide-software-hyderabad-secunderabad-1-to-6-years-231220501535?src=jobsearchDesk&sid=16261446777083971&xp=1&px=7,"Database Architect/Designer,","IT Services & Consulting,","IT Software - DBA, Datawarehousing,","Full Time, Permanent",Programming & Design,B.Tech/B.E. in Any Specialization,Post Graduation Not Required,,
101,AppsTek Corp,3.5,(34 Reviews),Data Scientist,7-12 Yrs,Not disclosed,Hyderabad/Secunderabad,"NLP,IT Skills,Data Science,Computer science,PDF,Technology consulting,HTML,Oracle",https://www.naukri.com/job-listings-data-scientist-appstek-corp-hyderabad-secunderabad-7-to-12-years-260621500019?src=jobsearchDesk&sid=16261446777083971&xp=2&px=7,"Clinical Research Associate/Scientist,","IT Services & Consulting,","Medical, Healthcare, R&D, Pharmaceuticals, Biotechnology,","Full Time, Permanent",R&D,Any Graduate,Any Postgraduate,,
102,Seven Consultancy, , ,Data Scientist,3-5 Yrs,Not disclosed,Hyderabad,"Computer science,advanced analytics,Data management,Renewable energy,data science,big data analytics,Analytical,Workflow",https://www.naukri.com/job-listings-data-scientist-seven-consultancy-hyderabad-secunderabad-3-to-5-years-260620501169?src=jobsearchDesk&sid=16261446777083971&xp=3&px=7,"Software Developer,","Recruitment / Staffing,","IT Software - DBA, Datawarehousing,","Full Time, Permanent",Programming & Design,Any Graduate,Post Graduation Not Required,,
103,Peak, , ,Data Scientist,2-7 Yrs,Not disclosed,Hyderabad,"Loans,Statistical modeling,Web services,data science,Machine learning,Natural language processing,Data mining,SQL",https://www.naukri.com/job-listings-data-scientist-peak-hyderabad-secunderabad-2-to-7-years-240221500874?src=jobsearchDesk&sid=16261446777083971&xp=4&px=7,"Bio/Pharma Informatics-Associate/Scientist,","Internet,","Medical, Healthcare, R&D, Pharmaceuticals, Biotechnology,","Full Time, Permanent",R&D,Any Graduate,Post Graduation Not Required,,
104,Clifford Chance Business Services Private Limited,3.7,(55 Reviews),Data Scientist (Only For Hyderabad),4-9 Yrs,Not disclosed,Hyderabad/Secunderabad,"Data Science,NLP,Machine Learning",https://www.naukri.com/job-listings-data-scientist-only-for-hyderabad-clifford-chance-business-services-private-limited-hyderabad-secunderabad-4-to-9-years-150521003143?src=jobsearchDesk&sid=16261446777083971&xp=5&px=7,"Data Scientist,","Emerging Technologies,","Analytics & Business Intelligence,","Full Time, Permanent",Not mentioned,Any Graduate,,,
105,ADP Solutions,4.2,(899 Reviews),Data Scientist,5-10 Yrs,Not disclosed,Hyderabad/Secunderabad,"Bigdata,Time Series Analysis,Power BI,statistical analysis,written,verbal,data integration,R",https://www.naukri.com/job-listings-data-scientist-adp-pvt-ltd-hyderabad-secunderabad-5-to-10-years-110621008401?src=jobsearchDesk&sid=16261446777083971&xp=6&px=7,,,,,,,,,
106,Sutherland Global Services Private Limited,3.8,(3276 Reviews),Data Scientist Professional,4-8 Yrs,Not disclosed,Hyderabad/Secunderabad,"communication,R,SAS,SQL,Python,Text Analytics,analytical,Data Science",https://www.naukri.com/job-listings-data-scientist-professional-sutherland-global-services-private-limited-hyderabad-secunderabad-4-to-8-years-090621002593?src=jobsearchDesk&sid=16261446777083971&xp=7&px=7,"Team Lead/Technical Lead,","IT Services & Consulting,","IT Software - Application Programming, Maintenance,","Full Time, Permanent",Programming & Design,Any Graduate,,,
107,ExecBoardinAsia, , ,Customer Facing Data Scientist,5-10 Yrs,Not disclosed,Hyderabad,"SIDE,Automation,Product engineering,data science,Presales,Account management,Sales process,field engineering",https://www.naukri.com/job-listings-customer-facing-data-scientist-execboardinasia-hyderabad-secunderabad-5-to-10-years-090121500256?src=jobsearchDesk&sid=16261446777083971&xp=8&px=7,"Technical Support Engineer,","Recruitment / Staffing,","IT Software - Application Programming, Maintenance,","Full Time, Permanent",Admin/Maintenance/Security/Datawarehousing,B.Tech/B.E. in Computers,Post Graduation Not Required,,
108,Accenture Solutions Pvt Ltd,4.0,(18456 Reviews),Snowflake Data Warehouse Application Developer,6-8 Yrs, Not Disclosed by Recruiter ,Hyderabad/Secunderabad,"IT Skills,Data Science,Cloud,AWS,Azure,Business process,Performance tuning,NoSQL",https://www.naukri.com/job-listings-snowflake-data-warehouse-application-developer-accenture-solutions-pvt-ltd-hyderabad-secunderabad-6-to-8-years-160621909135?src=jobsearchDesk&sid=16261446777083971&xp=9&px=7,Software Developer,,"IT Software - Application Programming, Maintenance","Full Time, Permanent",Programming & Design,,,,IT Services & Consulting
109,Accenture Solutions Pvt Ltd,4.0,(18456 Reviews),Microsoft Modern Data Platform Application Developer,6-8 Yrs, Not Disclosed by Recruiter ,Hyderabad/Secunderabad,"Business process,Process analysis,Manager Quality Assurance,data science,Analytical,Consulting,Data analytics,data mapping",https://www.naukri.com/job-listings-microsoft-modern-data-platform-application-developer-accenture-solutions-pvt-ltd-hyderabad-secunderabad-6-to-8-years-080621909611?src=jobsearchDesk&sid=16261446777083971&xp=10&px=7,Software Developer,,"IT Software - Application Programming, Maintenance","Full Time, Permanent",Programming & Design,,,,IT Services & Consulting
110,Savantys Solutions, , ,Data Scientist - R/NLP/Python,5-10 Yrs,Not disclosed,"Hyderabad/Secunderabad, Bangalore/Bengaluru","IT Skills,Python,Data Science,Tensorflow,R,NLP,Video Analytics,Data Scientist",https://www.naukri.com/job-listings-data-scientist-r-nlp-python-savantys-solutions-hyderabad-secunderabad-bangalore-bengaluru-5-to-10-years-180621908150?src=jobsearchDesk&sid=16261446777083971&xp=11&px=7,"Data Analyst,","IT Services & Consulting,","Analytics & Business Intelligence,","Full Time, Permanent",Analytics & BI,"B.Tech/B.E. in Any Specialization, BCA in Computers, B.Sc in Any Specialization",Any Postgraduate,Doctorate Not Required,
111,Perex Engineering Pvt Ltd , , ,Data Scientist,4-8 Yrs,"15,00,000 - 25,00,000 PA.","Hyderabad/Secunderabad, Chennai, Bangalore/Bengaluru","Data Science,aws sagemaker,Machine Learning,model building,R programming,scrum,Confluence,Pycharm",https://www.naukri.com/job-listings-data-scientist-perex-engineering-pvt-ltd-hyderabad-secunderabad-chennai-bangalore-bengaluru-4-to-8-years-150621009153?src=jobsearchDesk&sid=16261446777083971&xp=12&px=7,"Data Scientist,","IT Services & Consulting,","IT Software - Application Programming, Maintenance,","Full Time, Permanent",Not mentioned,Any Graduate,,,
112,REKRUT INDIA PRIVATE LIMITED  , , ,Job | Data Scientist | Bangalore | Immediate Joiner | Remote - WFH,3-5 Yrs,"4,75,000 - 9,00,000 PA.","Hyderabad/Secunderabad, Chennai, Bangalore/Bengaluru","Data Science,NLP,Machine Learning,IT Skills,Python,work from home,Algorithms,Statistical Analysis",https://www.naukri.com/job-listings-data-scientist-bangalore-immediate-joiner-remote-wfh-rekrut-india-private-limited-hyderabad-secunderabad-chennai-bangalore-bengaluru-3-to-5-years-130621000795?src=jobsearchDesk&sid=16261446777083971&xp=13&px=7,"Software Developer,","Software Product,","IT Software - Application Programming, Maintenance,","Full Time, Permanent",Programming & Design,Any Graduate,,,
113,Xpetize Technology Solutions Private Limited,2.8,(7 Reviews),Data Python Engineer,4-9 Yrs,Not disclosed,"Hyderabad/Secunderabad, Pune, Bangalore/Bengaluru, Trivandrum/Thiruvananthapuram","Engineering services,data services,data science,Social service,Medical insurance,Technology solutions,Management,Object oriented programming",https://www.naukri.com/job-listings-data-python-engineer-xpetize-technology-solutions-private-limited-hyderabad-secunderabad-pune-bangalore-bengaluru-trivandrum-thiruvananthapuram-4-to-9-years-180321501220?src=jobsearchDesk&sid=16261446777083971&xp=14&px=7,"Software Developer,","IT Services & Consulting,","IT Software - Application Programming, Maintenance,","Full Time, Permanent",Programming & Design,Any Graduate,Post Graduation Not Required,,
114,CLEAN HARBORS INDIA LLP ,2.3,(24 Reviews),Financial Analyst,3-8 Yrs,Not disclosed,Hyderabad/Secunderabad,"Power BI,data mining,SQL Service Reporting,written,MS Office suite,verbal,analytical,SQL",https://www.naukri.com/job-listings-financial-analyst-clean-harbors-india-llp-hyderabad-secunderabad-3-to-8-years-300621903622?src=jobsearchDesk&sid=16261446777083971&xp=15&px=7,"Financial Analyst,","IT Services & Consulting,","Accounts, Finance, Tax, Company Secretary, Audit,","Full Time, Permanent",Finance/Audit,"BCA in Computers, B.Sc in Computers, B.Tech/B.E. in Computers",Any Postgraduate,,
115,CAMSDATA TECHNOLOGIES INDIA PVT LTD,4.3,(5 Reviews),Analyst Data Scientist,3-8 Yrs,Not disclosed,"Mumbai, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru","IT Skills,Python,Data Science,Machine Learning,Big Data,Computer science,Evaluation,Data analysis",https://www.naukri.com/job-listings-analyst-data-scientist-camsdata-technologies-india-pvt-ltd-mumbai-hyderabad-secunderabad-pune-chennai-bangalore-bengaluru-3-to-8-years-210518500355?src=jobsearchDesk&sid=16261446777083971&xp=16&px=7,"Sales Executive/Officer,","IT Services & Consulting,","Sales, Retail, Business Development,","Full Time, Permanent",Institutional Sales,Any Graduate,Post Graduation Not Required,,
116,AG Technologies pvt Ltd,2.3,(29 Reviews),Data Analyst,0-2 Yrs,"2,00,000 - 4,00,000 PA.","Noida, Kolkata, Hyderabad/Secunderabad, Pune, Ahmedabad, Chennai, Bangalore/Bengaluru, Delhi / NCR, Mumbai (All Areas)","communication,AP,O2C,SAP,P2P,analytical,SQL,SAP Database",https://www.naukri.com/job-listings-data-analyst-ag-technologies-pvt-ltd-noida-kolkata-hyderabad-secunderabad-pune-ahmedabad-chennai-bangalore-bengaluru-delhi-ncr-mumbai-all-areas-0-to-2-years-190621603270?src=jobsearchDesk&sid=16261446777083971&xp=17&px=7,"Database Architect/Designer,","IT Services & Consulting,","IT Software - ERP, CRM,","Full Time, Permanent",Programming & Design,Any Graduate,,,
117,AG Technologies pvt Ltd,2.3,(29 Reviews),Data Analyst,0-2 Yrs,"2,00,000 - 4,00,000 PA.","Noida, Kolkata, Hyderabad/Secunderabad, Pune, Ahmedabad, Chennai, Bangalore/Bengaluru, Delhi / NCR, Mumbai (All Areas)","communication,AP,O2C,SAP,P2P,analytical,SQL,SAP Database",https://www.naukri.com/job-listings-data-analyst-ag-technologies-pvt-ltd-noida-kolkata-hyderabad-secunderabad-pune-ahmedabad-chennai-bangalore-bengaluru-delhi-ncr-mumbai-all-areas-0-to-2-years-190621003268?src=jobsearchDesk&sid=16261446777083971&xp=18&px=7,"Database Architect/Designer,","IT Services & Consulting,","IT Software - ERP, CRM,","Full Time, Permanent",Programming & Design,Any Graduate,,,
118,AINE Info Tech Pvt Ltd, , ,"Financial Research Analyst, Research Associate, Data Researcher",0-2 Yrs,"3,00,000 - 6,00,000 PA.","Kolkata, Mumbai, Hyderabad/Secunderabad, Pune, Ahmedabad, Chennai, Bangalore/Bengaluru, Delhi / NCR, Mumbai (All Areas)","Investment Research,Data Research,Financial Analysis,Financial Research,Secondary Research,Research Analysis,Company Analysis,Equity Research",https://www.naukri.com/job-listings-financial-research-analyst-research-associate-data-researcher-aine-info-tech-pvt-ltd-kolkata-mumbai-hyderabad-secunderabad-pune-ahmedabad-chennai-bangalore-bengaluru-delhi-ncr-mumbai-all-areas-0-to-2-years-030721000235?src=jobsearchDesk&sid=16261446777083971&xp=19&px=7,"Analyst,","Analytics / KPO / Research,","Financial Services, Banking, Investments, Insurance,","Full Time, Permanent",Financial Services/Stock Broking,Any Graduate,Any Postgraduate,,
119,SPRINGML INDIA DEVELOPMENT CENTER, , ,Sr Data Engineer - GCP,4-7 Yrs,Not disclosed,"Hyderabad, telangana","data science,GCP,Artificial Intelligence,Machine learning,Cloud,Programming,Architecting,J2Ee",https://www.naukri.com/job-listings-sr-data-engineer-gcp-springml-india-development-center-hyderabad-secunderabad-telangana-4-to-7-years-081220500220?src=jobsearchDesk&sid=16261446777083971&xp=20&px=7,"Software Developer,","IT Services & Consulting,","IT Software - Application Programming, Maintenance,","Full Time, Permanent",Programming & Design,"Any Graduate, B.Tech/B.E. in Production/Industrial",Post Graduation Not Required,,
120,tech mahindra ltd,3.6,(11528 Reviews),Senior Data Analyst & Modeller,3-7 Yrs,"5,00,000 - 10,00,000 PA.",Hyderabad/Secunderabad,"Excellent Communication,Data Mining,Advanced Excel,BPO,data analysis,Business Analytics,Sales Support,Marketing Analysis",https://www.naukri.com/job-listings-senior-data-analyst-modeller-tech-mahindra-ltd-hyderabad-secunderabad-3-to-7-years-080421003496?src=jobsearchDesk&sid=16261451361576520&xp=1&px=8,"Data Analyst,","BPO / Call Centre,","Analytics & Business Intelligence,","Full Time, Permanent",Analytics & BI,Any Graduate,,,
121,Tide Software, , ,Senior Data Analyst  Marketing,0-4 Yrs,Not disclosed,Hyderabad,"IT Skills,Python,AWS,Digital Marketing,PPC,Diversity and Inclusion,Data Analyst,Medical insurance",https://www.naukri.com/job-listings-senior-data-analyst-marketing-tide-software-hyderabad-secunderabad-0-to-4-years-100321502006?src=jobsearchDesk&sid=16261451361576520&xp=2&px=8,"Marketing Research Executive/Manager,","IT Services & Consulting,","Marketing, Advertising, MR, PR, Media Planning,","Full Time, Permanent",Marketing Research,Any Graduate,Post Graduation Not Required,,
122,Intellexe Management Consultants, , ,Azure Data Factory,2-6 Yrs,Not disclosed,"Hyderabad/Secunderabad, Bangalore/Bengaluru","data science,microsoft azure,power bi,Integration services,big data,Data warehousing,Analytics,SQL",https://www.naukri.com/job-listings-azure-data-factory-intellexe-management-consultants-hyderabad-secunderabad-bangalore-bengaluru-2-to-6-years-150621500932?src=jobsearchDesk&sid=16261451361576520&xp=3&px=8,"Datawarehousing Technician,","Recruitment / Staffing,","IT Software - Application Programming, Maintenance,","Full Time, Permanent",System Design/Implementation/ERP/CRM,Any Graduate,Any Postgraduate,,
123,Kanary Staffing Private Limited , , ,Hiring Data Engineers For Leading IT Product company_HYD,4-8 Yrs,"17,00,000 - 32,00,000 PA.",Hyderabad/Secunderabad,"MongoDB,Java,JS,Cloud Infrastructure,Kafka,Airflow,Docker,SQL",https://www.naukri.com/job-listings-hiring-data-engineers-for-leading-it-product-company-hyd-kanary-staffing-private-limited-hyderabad-secunderabad-4-to-8-years-080621007055?src=jobsearchDesk&sid=16261451361576520&xp=4&px=8,"System Analyst,","Software Product,","IT Software - Application Programming, Maintenance,","Full Time, Permanent",Programming & Design,Any Graduate,,,
124,COLLABERA,3.7,(520 Reviews),Job Opportunity For Data Analyst,5-10 Yrs,Not disclosed,"Kolkata, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru, Delhi / NCR, Mumbai (All Areas)","Javascript,shell scripting,communication,C,Java,Linux,machine learning,ETL",https://www.naukri.com/job-listings-opportunity-for-data-analyst-collabera-technologies-private-limited-kolkata-hyderabad-secunderabad-pune-chennai-bangalore-bengaluru-delhi-ncr-mumbai-all-areas-5-to-10-years-180621008123?src=jobsearchDesk&sid=16261451361576520&xp=5&px=8,"Data Analyst,","IT Services & Consulting,","Analytics & Business Intelligence,","Full Time, Permanent",Analytics & BI,Any Graduate,Any Postgraduate,,
125,Mind Circus Innovation, , ,Excel VBA Jobs Chennai | VBA data analyst Jobs,0-2 Yrs,"90,000 - 2,50,000 PA.","Kochi/Cochin, Hyderabad/Secunderabad, Chennai","Excel,VBA,SQL,Word,MIS,VLOOKUP,Data Analysis,Advanced Excel",https://www.naukri.com/job-listings-excel-vba-jobs-chennai-vba-data-analyst-jobs-mind-circus-innovation-kochi-cochin-hyderabad-secunderabad-chennai-0-to-2-years-080721000871?src=jobsearchDesk&sid=16261451361576520&xp=6&px=8,"Fresher,","Animation & VFX,","IT Software - DBA, Datawarehousing,","Full Time, Permanent",Other,Any Graduate,,,
126,QUANTIUM ANALYTICS PRIVATE LIMITED,3.7,(5 Reviews),Analyst / Data Scientist,2-4 Yrs, Not Disclosed by Recruiter ,Hyderabad/Secunderabad,"Data Analytics,Modeling,SQL,IT Skills,Python,Big Data,Predictive Modeling,R",https://www.naukri.com/job-listings-analyst-data-scientist-quantium-analytics-private-limited-hyderabad-secunderabad-2-to-4-years-060721009219?src=jobsearchDesk&sid=16261451361576520&xp=7&px=8,Business Analyst,,"IT Software - Application Programming, Maintenance","Full Time, Permanent",System Design/Implementation/ERP/CRM,,,,IT Services & Consulting
127,Deloitte Consulting India Private Limited,3.9,(4394 Reviews),"Data Migration Analyst (Azure Data Factory) - Contract To Hire Role
 
",5-10 Yrs,Not disclosed,Hyderabad/Secunderabad,"SF technologies,SAFe methodology,Azure Data Factory,SOQL,SQL,data management,IT Skills,Azure",https://www.naukri.com/job-listings-data-migration-analyst-azure-data-factory-contract-to-hire-role-deloitte-consulting-india-private-limited-hyderabad-secunderabad-5-to-10-years-060721005474?src=jobsearchDesk&sid=16261451361576520&xp=8&px=8,,,,,,,,,
128,Scry Analytics India Pvt Ltd., , ,Core Java Developer (Big Data) | 3+ years exp | Gurgaon OR Hyderabad,3-8 Yrs,"8,00,000 - 18,00,000 PA.","Hyderabad/Secunderabad, Gurgaon/Gurugram","IT Skills,Java,Testing,Big Data,Big Data Analytics,data engineer,Hadoop,Kafka",https://www.naukri.com/job-listings-core-java-developer-big-data-technologies-3-years-experience-scry-analytics-india-pvt-ltd-gurgaon-gurugram-3-to-8-years-310521003172?src=jobsearchDesk&sid=16261451361576520&xp=9&px=8,"Software Developer,","IT Services & Consulting,","IT Software - Application Programming, Maintenance,","Full Time, Permanent",Programming & Design,B.Tech/B.E. in Any Specialization,,,
129,Winfort Services Pvt ltd , , ,Urgent Opening For Aws Data Engineer / Developer position For an MNC,4-9 Yrs,Not disclosed,"Kolkata, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru, Delhi / NCR","Data Science,python,Data Engineer,analytical,SageMaker Coding,Glue,Machine Learning,AWS S3",https://www.naukri.com/job-listings-urgent-opening-for-aws-data-engineer-developer-position-for-an-mnc-winfort-services-pvt-ltd-kolkata-hyderabad-secunderabad-pune-chennai-bangalore-bengaluru-delhi-ncr-4-to-9-years-240521601908?src=jobsearchDesk&sid=16261451361576520&xp=10&px=8,"Software Developer,","IT Services & Consulting,","IT Software - Application Programming, Maintenance,","Full Time, Permanent",Programming & Design,Any Graduate,,,
130,"PerkinElmer, Inc.", , ,Data Analyst - Intern,0-1 Yrs,Not disclosed,Hyderabad,"SAP,Intern,Business analytics,Data Analyst,Inventory,Lotus Notes",https://www.naukri.com/job-listings-data-analyst-intern-perkinelmer-inc-hyderabad-secunderabad-0-to-1-years-011020500584?src=jobsearchDesk&sid=16261451361576520&xp=11&px=8,"Fresher,","Pharmaceutical & Life Sciences,","IT Software - Application Programming, Maintenance,","Full Time, Permanent",Other,B.A,Post Graduation Not Required,,
131,Allegis Services India Pvt. Ltd.,3.7,(213 Reviews),Big Data (Data Analysis) Developer,5-10 Yrs,Not disclosed,Hyderabad/Secunderabad,"hive,Application design,Data analysis,Agile scrum,XML,oozie,test driven development,big data",https://www.naukri.com/job-listings-big-data-data-analysis-developer-allegis-services-india-pvt-ltd-hyderabad-secunderabad-5-to-10-years-160621908979?src=jobsearchDesk&sid=16261451361576520&xp=12&px=8,"Software Developer,","Management Consulting,","IT Software - Application Programming, Maintenance,","Full Time, Permanent",Programming & Design,B.Tech/B.E. in Any Specialization,Post Graduation Not Required,Doctorate Not Required,
132,Allegis Services India Pvt. Ltd.,3.7,(213 Reviews),Big Data (Data Analysis) Developer,5-7 Yrs,Not disclosed,Hyderabad/Secunderabad,"hive,Data analysis,Staffing,IT support,network services,sqoop,big data,Data warehousing",https://www.naukri.com/job-listings-big-data-data-analysis-developer-allegis-services-india-pvt-ltd-hyderabad-secunderabad-5-to-7-years-160621908937?src=jobsearchDesk&sid=16261451361576520&xp=13&px=8,"Software Developer,","Management Consulting,","IT Software - Application Programming, Maintenance,","Full Time, Permanent",Programming & Design,B.Tech/B.E. in Any Specialization,Post Graduation Not Required,Doctorate Not Required,
133,RP2, , ,IT company Internship Opportunity at Cochin, ,Not disclosed,"Kochi/Cochin, Hyderabad/Secunderabad, Bangalore/Bengaluru(WFH during Covid)","Data Science,AI/ML,Software Testing,Microsoft Azure,Web Development,Python,Salesforce",https://www.naukri.com/job-listings-it-company-internship-opportunity-at-cochin-rp2-kochi-cochin-hyderabad-secunderabad-bangalore-bengaluru-0-to-1-years-080721007468?src=jobsearchDesk&sid=16261451361576520&xp=14&px=8,"IT/Technical Content Developer,","Education / Training,","IT Software - Application Programming, Maintenance,","Part Time, Temporary/Contractual",Other,Any Graduate,Any Postgraduate,,
