,Company,Rating,Review Count,Position,Experience,Salary,Location,Skills,Link
0,Reliance Jio Infocomm Ltd.,4.0,(10065 Reviews),Manager Data Science,6-9 Yrs,Not disclosed,Bangalore/Bengaluru,"Report generation,Data management,Machine learning,Data structures,Business modeling,Mobile applications,Data warehousing,Predictive analytics",https://www.naukri.com/job-listings-manager-data-science-reliance-jio-infocomm-ltd-bangalore-bengaluru-6-to-9-years-050721500078?src=jobsearchDesk&sid=1625996310403170&xp=1&px=2
1,BT Global Services,4.2,(500 Reviews),Specialist Design Engineer - Data Science,2-3 Yrs,Not disclosed,Bangalore/Bengaluru,"Data Validation,Data Modelling,SAS,Power BI,Regression,Data Mining,Tableau,Teradata",https://www.naukri.com/job-listings-specialist-design-engineer-data-science-bt-global-business-services-pvt-ltd-bangalore-bengaluru-2-to-3-years-300621900859?src=jobsearchDesk&sid=1625996310403170&xp=2&px=2
2,Accenture Solutions Pvt Ltd,4.0,(18456 Reviews),Analyst-Data Science,3-5 Yrs,Not disclosed,Bangalore/Bengaluru,"IT Skills,Data Science,Artificial Intelligence,Analytical skills,Analyst,Statistical analysis,Publishing,Architecture",https://www.naukri.com/job-listings-analyst-data-science-accenture-solutions-pvt-ltd-bangalore-bengaluru-3-to-5-years-010721901800?src=jobsearchDesk&sid=1625996310403170&xp=3&px=2
3,Accenture Solutions Pvt Ltd,4.0,(18456 Reviews),Data Science Digital Data Engineering Practitioner,8-10 Yrs,Not disclosed,Bangalore/Bengaluru,"IT Skills,Python,Data Science,Machine Learning,Big Data,Data modeling,Consulting,Data collection",https://www.naukri.com/job-listings-data-science-digital-data-engineering-practitioner-accenture-solutions-pvt-ltd-bangalore-bengaluru-8-to-10-years-060721908372?src=jobsearchDesk&sid=1625996310403170&xp=4&px=2
4,Accenture Solutions Pvt Ltd,4.0,(18456 Reviews),Data Science Digital Data Engineering Practitioner,6-8 Yrs,Not disclosed,Bangalore/Bengaluru,"Analytical skills,data science,Data modeling,Consulting,Machine learning,Data collection,professional services,big data",https://www.naukri.com/job-listings-data-science-digital-data-engineering-practitioner-accenture-solutions-pvt-ltd-bangalore-bengaluru-6-to-8-years-060721907375?src=jobsearchDesk&sid=1625996310403170&xp=5&px=2
5,Brains N skills, , ,Fresher - Data science only from bangalore - immediate joinees only,0-5 Yrs,"2,00,000 - 3,25,000 PA.",Bangalore/Bengaluru(Dairy Circle +1),"data science,IT Skills,fresher,datascience intern,data scientist,B.E fresher,internship",https://www.naukri.com/job-listings-fresher-data-science-only-from-bangalore-immediate-joinees-only-brains-n-skills-bangalore-bengaluru-0-to-5-years-090721001313?src=jobsearchDesk&sid=1625996310403170&xp=6&px=2
6,Black Turtle India Pvt Ltd,3.3,(46 Reviews),Opening For Data Science / ML –SAS / Python / R ( AVP & Manager level),6-11 Yrs,"18,00,000 - 33,00,000 PA.",Bangalore/Bengaluru,"SAS,Machine Learning,Python",https://www.naukri.com/job-listings-opening-for-data-science-ml-sas-python-r-avp-manager-level-black-turtle-india-pvt-ltd-bangalore-bengaluru-6-to-11-years-070721002956?src=jobsearchDesk&sid=1625996310403170&xp=7&px=2
7,Hexaware Technologies Ltd.,3.5,(1663 Reviews),Analytics Data science and IOT Lead,9-12 Yrs,Not disclosed,"Mumbai, Pune, Chennai, Bangalore/Bengaluru","python,Databricks,Azure ML,Machine Learning,IT Skills,Data Science,Azure,deep learning",https://www.naukri.com/job-listings-analytics-data-science-and-iot-lead-hexaware-technologies-ltd-mumbai-pune-chennai-bangalore-bengaluru-9-to-12-years-290621500192?src=jobsearchDesk&sid=1625996310403170&xp=8&px=2
8,Accenture Solutions Pvt Ltd,4.0,(18456 Reviews),Dataiku Data Science Studio (DSS) Database Administrator,4-6 Yrs,Not disclosed,Bangalore/Bengaluru,"Linux,LDAP,data science,Configuration management,Consulting,Cluster Management,DBMS,Database Administrator",https://www.naukri.com/job-listings-dataiku-data-science-studio-dss-database-administrator-accenture-solutions-pvt-ltd-bangalore-bengaluru-4-to-6-years-070721904204?src=jobsearchDesk&sid=1625996310403170&xp=9&px=2
9,ExecBoardinAsia, , ,Associate Manager - Data Science,5-10 Yrs,Not disclosed,Bangalore/Bengaluru,"Training,Solution design,data science,Design development,Application development,Analytics,Testing",https://www.naukri.com/job-listings-associate-manager-data-science-execboardinasia-bangalore-bengaluru-5-to-10-years-060721500892?src=jobsearchDesk&sid=1625996310403170&xp=10&px=2
10,Accenture Solutions Pvt Ltd,4.0,(18456 Reviews),Team Lead/Consultant-Data Science,7-11 Yrs,Not disclosed,Bangalore/Bengaluru,"Business administration,Publishing,data science,Architecture,Project management,Artificial Intelligence,Machine learning,Consulting",https://www.naukri.com/job-listings-team-lead-consultant-data-science-accenture-solutions-pvt-ltd-bangalore-bengaluru-7-to-11-years-050721905002?src=jobsearchDesk&sid=1625996310403170&xp=11&px=2
11,Dell International Services India  Private Limited,4.0,(1770 Reviews),"Consultant, Data Science",12-15 Yrs,Not disclosed,Bangalore/Bengaluru,"Data Science,Predictive Modeling,C,Algorithms,Visual Basic,Artificial Intelligence,Probability,Programming",https://www.naukri.com/job-listings-consultant-data-science-dell-international-services-india-private-limited-bangalore-bengaluru-12-to-15-years-030721902155?src=jobsearchDesk&sid=1625996310403170&xp=12&px=2
12,Techstar Software Development India Pvt. Ltd.,3.5,(25 Reviews),Data Science Engineer - R/ Python,3-6 Yrs,Not disclosed,Bangalore/Bengaluru,"Python,Keras,Trigger,CNN,IBM SPSS,Pyspark,LSTM,R",https://www.naukri.com/job-listings-data-science-engineer-r-python-techstar-software-development-india-pvt-ltd-bangalore-bengaluru-3-to-6-years-230121904235?src=jobsearchDesk&sid=1625996310403170&xp=13&px=2
13,Remah IT, , ,Business Consultant - Data Science,10-18 Yrs,Not disclosed,"Kolkata, Mumbai, Hyderabad/Secunderabad, Bangalore/Bengaluru","AWS,Azure,GCP,Data Science,Data Architect,Google Cloud Platform,Cloud,Snowflake DB",https://www.naukri.com/job-listings-business-consultant-data-science-remah-it-kolkata-mumbai-hyderabad-secunderabad-bangalore-bengaluru-10-to-18-years-060421901437?src=jobsearchDesk&sid=1625996310403170&xp=14&px=2
14,Cambridge Technology Enterprises Limited,3.9,(39 Reviews),Senior Engineer / Lead - Data Science,10-20 Yrs,"25,00,000 - 40,00,000 PA.","Hyderabad/Secunderabad, Bangalore/Bengaluru","Artificial Intelligence,Pandas,Machine Learning,Scikit-Learn,Numpy,Python,SQL",https://www.naukri.com/job-listings-senior-engineer-lead-data-science-cambridge-technology-enterprises-limited-hyderabad-secunderabad-bangalore-bengaluru-10-to-20-years-040321000071?src=jobsearchDesk&sid=1625996310403170&xp=15&px=2
15,Accenture Solutions Pvt Ltd,4.0,(18456 Reviews),Data Science Application Lead,8-10 Yrs,Not disclosed,Bangalore/Bengaluru,"IT Skills,Python,Data Science,Machine Learning,NoSQL,cassandra,Consulting,MongoDB",https://www.naukri.com/job-listings-data-science-application-lead-accenture-solutions-pvt-ltd-bangalore-bengaluru-8-to-10-years-280621911944?src=jobsearchDesk&sid=1625996310403170&xp=16&px=2
16,UNITED TECHNOLOGIES CORPORATION INDIA PRIVATE LIMI , , ,Senior Specialist - Data Science & Analytics | Pratt & Whitney |,5-10 Yrs,Not disclosed,Bangalore/Bengaluru,"Data Science,Tensorflow,Hive,Artificial Intelligence,Hadoop,Machine Learning,Analytics,Python",https://www.naukri.com/job-listings-senior-specialist-data-science-analytics-pratt-whitney-united-technologies-corporation-india-private-limi-bangalore-bengaluru-5-to-10-years-140621002813?src=jobsearchDesk&sid=1625996310403170&xp=17&px=2
17,Conduent,3.5,(1044 Reviews),"Senior Manager , Data Science",7-12 Yrs,Not disclosed,"Hyderabad/Secunderabad, Bangalore/Bengaluru","IT Skills,Python,Data Science,Machine Learning,Big Data,C++,Agile,Healthcare",https://www.naukri.com/job-listings-senior-manager-data-science-conduent-hyderabad-secunderabad-bangalore-bengaluru-7-to-12-years-020721500792?src=jobsearchDesk&sid=1625996310403170&xp=18&px=2
18,Reliance Jio Infocomm Ltd.,4.0,(10065 Reviews),Manager Data Science,5-9 Yrs,Not disclosed,Bangalore/Bengaluru,"Report generation,Data management,Machine learning,Data structures,Business modeling,Mobile applications,Data warehousing,Predictive analytics",https://www.naukri.com/job-listings-manager-data-science-reliance-jio-infocomm-ltd-bangalore-bengaluru-5-to-9-years-020721501122?src=jobsearchDesk&sid=1625996310403170&xp=19&px=2
19,Reliance Jio Infocomm Ltd.,4.0,(10065 Reviews),Manager Data Science,5-8 Yrs,Not disclosed,Bangalore/Bengaluru,"Report generation,Data management,Machine learning,Data structures,Business modeling,Mobile applications,Data warehousing,Predictive analytics",https://www.naukri.com/job-listings-manager-data-science-reliance-jio-infocomm-ltd-bangalore-bengaluru-5-to-8-years-010721501332?src=jobsearchDesk&sid=1625996310403170&xp=20&px=2
20,Bigshyft Hiring for KeepTruckin, , ,Manager Data Science,5-10 Yrs,"18,00,000 - 33,00,000 PA.",Bangalore/Bengaluru,"Algorithms,Data Analysis,Machine Learning ML,SQL,Python",https://www.naukri.com/job-listings-manager-data-science-bigshyft-hiring-for-keeptruckin-bangalore-bengaluru-5-to-10-years-300621900705?src=jobsearchDesk&sid=16259963445665394&xp=1&px=3
21,FUTURES AND CAREERS, , ,Deputy Manager - Data Science,8-12 Yrs,Not disclosed,Bangalore/Bengaluru,"Data Science,BigData technologies,R Programming,Pandas,NumPy,Machine Learning techniques,Python",https://www.naukri.com/job-listings-deputy-manager-data-science-futures-and-careers-bangalore-bengaluru-8-to-12-years-060721600263?src=jobsearchDesk&sid=16259963445665394&xp=2&px=3
22,Zycus Infotech Pvt Ltd,3.2,(173 Reviews),Director Data Science,14-17 Yrs,Not disclosed,Bangalore/Bengaluru,"Predictive Modeling,Java,C++,data modelling,Artificial Intelligence,Perl,Machine Learning,Angular",https://www.naukri.com/job-listings-director-data-science-zycus-infotech-pvt-ltd-bangalore-bengaluru-14-to-17-years-290621902753?src=jobsearchDesk&sid=16259963445665394&xp=3&px=3
23,Accenture Solutions Pvt Ltd,4.0,(18456 Reviews),Associate-Data Science,1-3 Yrs,Not disclosed,Bangalore/Bengaluru,"IT Skills,Data Science,Artificial Intelligence,Analytical skills,Publishing,Architecture,Consulting,data visualization",https://www.naukri.com/job-listings-associate-data-science-accenture-solutions-pvt-ltd-bangalore-bengaluru-1-to-3-years-280621908193?src=jobsearchDesk&sid=16259963445665394&xp=4&px=3
24,Accenture Solutions Pvt Ltd,4.0,(18456 Reviews),Team Lead/Consultant-Data Science,7-11 Yrs,Not disclosed,Bangalore/Bengaluru,"IT Skills,Data Science,Artificial Intelligence,Analytical skills,Statistical analysis,Publishing,Architecture,management",https://www.naukri.com/job-listings-team-lead-consultant-data-science-accenture-solutions-pvt-ltd-bangalore-bengaluru-7-to-11-years-280621908091?src=jobsearchDesk&sid=16259963445665394&xp=5&px=3
25,Accenture Solutions Pvt Ltd,4.0,(18456 Reviews),Associate-Data Science,1-3 Yrs,Not disclosed,Bangalore/Bengaluru,"IT Skills,Data Science,Artificial Intelligence,Analytical skills,Publishing,Statistical analysis,Architecture,Consulting",https://www.naukri.com/job-listings-associate-data-science-accenture-solutions-pvt-ltd-bangalore-bengaluru-1-to-3-years-010721903091?src=jobsearchDesk&sid=16259963445665394&xp=6&px=3
26,Accenture Solutions Pvt Ltd,4.0,(18456 Reviews),Team Lead/Consultant-Data Science,7-11 Yrs,Not disclosed,Bangalore/Bengaluru,"IT Skills,Data Science,Machine Learning,Artificial Intelligence,Big Data,Tableau,Publishing,Architecture",https://www.naukri.com/job-listings-team-lead-consultant-data-science-accenture-solutions-pvt-ltd-bangalore-bengaluru-7-to-11-years-010721901911?src=jobsearchDesk&sid=16259963445665394&xp=7&px=3
27,DXC Technology,3.5,(3962 Reviews),Associate Professional Data Sciences,0-2 Yrs,Not disclosed,Bangalore/Bengaluru,"HTML5,Spotfire,Tableau,Python,SPSS,machine learning,R,Qlikview",https://www.naukri.com/job-listings-associate-professional-data-sciences-dxc-technology-bangalore-bengaluru-0-to-2-years-220421501142?src=jobsearchDesk&sid=16259963445665394&xp=8&px=3
28,Siemens Limited,4.2,(2190 Reviews),Senior Data Science Engineer,0-5 Yrs,Not disclosed,Bangalore/Bengaluru,"Data analysis,GIT,Coding,Software configuration management,Consulting,Integration testing,Agile,Unit testing",https://www.naukri.com/job-listings-senior-data-science-engineer-siemens-limited-bangalore-bengaluru-0-to-5-years-100621500954?src=jobsearchDesk&sid=16259963445665394&xp=9&px=3
29,RGF Professional Recruitment,2.8,(3 Reviews),Application Developer Sr. Data Science,6-8 Yrs,Not disclosed,Bengaluru,"Computer science,MS SQL,Data analysis,data science,Data modeling,Web development,Workflow,Stored procedures",https://www.naukri.com/job-listings-application-developer-sr-data-science-rgf-professional-recruitment-bengaluru-bangalore-6-to-8-years-220321500830?src=jobsearchDesk&sid=16259963445665394&xp=10&px=3
30,Grail Research,2.2,(14 Reviews),Data science - Analyst,1-3 Yrs,"5,00,000 - 8,00,000 PA.","Bangalore/Bengaluru, Delhi / NCR","Tableau,SQL,Python,Data Science,Airflow,Snowflake,Data Visualization,Jupyter",https://www.naukri.com/job-listings-data-science-analyst-grail-research-bangalore-bengaluru-delhi-ncr-1-to-3-years-230621004661?src=jobsearchDesk&sid=16259963445665394&xp=11&px=3
31,Nuware  Systems Pvt Ltd,4.1,(22 Reviews),Analyst - Data Science,3-6 Yrs,Not disclosed,Bengaluru,"Data analysis,RDBMS,Bfsi,Application programming,Machine learning,Investment banking,Data mining,Macros",https://www.naukri.com/job-listings-analyst-data-science-nuware-systems-pvt-ltd-bengaluru-bangalore-3-to-6-years-301019501355?src=jobsearchDesk&sid=16259963445665394&xp=12&px=3
32,Epsilon,3.8,(192 Reviews),Data Science Analyst 2,2-5 Yrs,Not disclosed,Bangalore/Bengaluru,"IT Skills,Testing,Data Science,Data analysis,Factor analysis,Analytical,Machine learning,Risk management",https://www.naukri.com/job-listings-data-science-analyst-2-epsilon-bangalore-bengaluru-2-to-5-years-210421500356?src=jobsearchDesk&sid=16259963445665394&xp=13&px=3
33,Epsilon,3.8,(192 Reviews),Data Science Analyst 2,2-5 Yrs,Not disclosed,Bangalore/Bengaluru,"IT Skills,Testing,Data Science,Machine Learning,Data analysis,Factor analysis,Analytical,Risk management",https://www.naukri.com/job-listings-data-science-analyst-2-epsilon-bangalore-bengaluru-2-to-5-years-040621500969?src=jobsearchDesk&sid=16259963445665394&xp=14&px=3
34,Bloom Consulting Services,4.1,(20 Reviews),Analyst (Data Science),3-8 Yrs,Not disclosed,Bengaluru,"github,Version control,data science,SQL database,Agile development,control testing,Consulting,Machine learning",https://www.naukri.com/job-listings-analyst-data-science-bloom-consulting-services-bengaluru-bangalore-3-to-8-years-201218500271?src=jobsearchDesk&sid=16259963445665394&xp=15&px=3
35,CRED, , ,data science analyst,1-3 Yrs,Not disclosed,Bangalore/Bengaluru,"Analytical skills,Health insurance,data science,Data quality,Data mining,big data,Operations,Monitoring",https://www.naukri.com/job-listings-data-science-analyst-cred-bangalore-bengaluru-1-to-3-years-170621502054?src=jobsearchDesk&sid=16259963445665394&xp=16&px=3
36,Catalyst,3.7,(11 Reviews),Data Science/analysis Expert - Machine Learning,2-6 Yrs,Not disclosed,Bangalore/Bengaluru,"IT Skills,Python,Data Science,Machine Learning,Tableau,analytics,deep learning,algorithms",https://www.naukri.com/job-listings-data-science-analysis-expert-machine-learning-catalyst-bangalore-bengaluru-2-to-6-years-160919001838?src=jobsearchDesk&sid=16259963445665394&xp=17&px=3
37,BRIDGEi2i Analytics Solutions Private Limited,3.5,(43 Reviews),BUSINESS ANALYST -DATA SCIENCE-CONSUMER,1-2 Yrs,Not disclosed,Bangalore/Bengaluru,"Business Analyst,data science,Analytical,Machine learning,Manager Technology,Application development,Forecasting,Analytics",https://www.naukri.com/job-listings-business-analyst-data-science-consumer-bridgei2i-analytics-solutions-private-limited-bangalore-bengaluru-1-to-2-years-140621501729?src=jobsearchDesk&sid=16259963445665394&xp=18&px=3
38,Cigna TTK,4.0,(134 Reviews),Data Science Analyst,3-5 Yrs,Not disclosed,Bangalore/Bengaluru,"SAS,IVR,Analytical,Healthcare,Predictive modeling,Adobe,Econometrics,Financial services",https://www.naukri.com/job-listings-data-science-analyst-cigna-ttk-health-insurance-company-limited-bangalore-bengaluru-3-to-5-years-110521500322?src=jobsearchDesk&sid=16259963445665394&xp=19&px=3
39,Empower Retirement,3.8,(15 Reviews),Analyst Data Science Analytics,2-6 Yrs,Not disclosed,"Bangalore/Bengaluru, Remote","Analytical skills,SAS SQL,Google Analytics,adobe analytics,Wealth management,data science,Business management,Operations",https://www.naukri.com/job-listings-analyst-data-science-analytics-empower-retirement-bangalore-bengaluru-remote-2-to-6-years-110521500296?src=jobsearchDesk&sid=16259963445665394&xp=20&px=3
40,BRIDGEi2i Analytics Solutions Private Limited,3.5,(43 Reviews),BUSINESS ANALYST -DATA SCIENCE-CONSUMER,1-2 Yrs,Not disclosed,Bangalore/Bengaluru,"Business Analyst,data science,Analytical,Machine learning,Manager Technology,Application development,Forecasting,Analytics",https://www.naukri.com/job-listings-business-analyst-data-science-consumer-bridgei2i-analytics-solutions-private-limited-bangalore-bengaluru-1-to-2-years-140621501729?src=jobsearchDesk&sid=16259963863089050&xp=1&px=4
41,Empower Retirement,3.8,(15 Reviews),Analyst Data Science Analytics,2-6 Yrs,Not disclosed,"Bangalore/Bengaluru, Remote","Analytical skills,SAS SQL,Google Analytics,adobe analytics,Wealth management,data science,Business management,Operations",https://www.naukri.com/job-listings-analyst-data-science-analytics-empower-retirement-bangalore-bengaluru-remote-2-to-6-years-110521500296?src=jobsearchDesk&sid=16259963863089050&xp=2&px=4
42,Orcapod Consulting Services Private Limited  , , ,Design Engineer Specialist - Data Science,9-14 Yrs,"15,00,000 - 30,00,000 PA.",Bangalore/Bengaluru,"sagemaker,algorithms,python,EDA,network inventory,Regression,topic modeling,pyspark",https://www.naukri.com/job-listings-design-engineer-specialist-data-science-orcapod-consulting-services-private-limited-bangalore-bengaluru-9-to-14-years-030721602937?src=jobsearchDesk&sid=16259963863089050&xp=3&px=4
43,Orcapod Consulting Services Private Limited  , , ,Design Engineer Specialist - Data Science,9-14 Yrs,"15,00,000 - 30,00,000 PA.",Bangalore/Bengaluru,"sagemaker,algorithms,python,EDA,network inventory,Regression,topic modeling,pyspark",https://www.naukri.com/job-listings-design-engineer-specialist-data-science-orcapod-consulting-services-private-limited-bangalore-bengaluru-9-to-14-years-030721002935?src=jobsearchDesk&sid=16259963863089050&xp=4&px=4
44,Ally -eXecutive HR Consulting Partner, , ,Team Lead/Manager - Data Science - Spark/Python,8-12 Yrs,Not disclosed,Bangalore/Bengaluru,"IT Skills,Java,Python,Data Science,Machine Learning,Cloud,Big Data,Hive",https://www.naukri.com/job-listings-team-lead-manager-data-science-spark-python-ally-executive-hr-consulting-partner-bangalore-bengaluru-8-to-12-years-100321901883?src=jobsearchDesk&sid=16259963863089050&xp=5&px=4
45,CHANGE LEADERS CONSULTING, , ,Tech PM Data Science | MNC | 5 Days Working,10-15 Yrs,"20,00,000 - 35,00,000 PA.",Bangalore/Bengaluru,"Data Science,R,Technical Project Manager,Data Scientist,Artificial Intelligence,AI,Technical Leadership,Statistical Modelling",https://www.naukri.com/job-listings-tech-pm-data-science-mnc-5-days-working-change-leaders-consulting-bangalore-bengaluru-10-to-15-years-010721605030?src=jobsearchDesk&sid=16259963863089050&xp=6&px=4
46,Talpro, , ,Chief Intelligence Officer - Data Science & Analytics,8-12 Yrs,Not disclosed,"Mumbai, Gurgaon/Gurugram, Delhi / NCR, Bangalore/Bengaluru","SAS,Data Management,Statistics,Analytics",https://www.naukri.com/job-listings-chief-intelligence-officer-data-science-analytics-talpro-mumbai-gurgaon-gurugram-delhi-ncr-bangalore-bengaluru-8-to-12-years-110620904735?src=jobsearchDesk&sid=16259963863089050&xp=7&px=4
47,NELSON CONSULTANTS   , , ,"Data Science -Algorithm Expert (NLP ) Java, Python, C++ |8+Exp |Blore",6-10 Yrs,Not disclosed,Bangalore/Bengaluru,"C ++,syntax analysis,machine learning,Java,algorithm,Python,IT Skills,Big Data",https://www.naukri.com/job-listings-data-science-algorithm-expert-nlp-java-python-c-8-exp-blore-nelson-consultants-bangalore-bengaluru-6-to-10-years-300621002168?src=jobsearchDesk&sid=16259963863089050&xp=8&px=4
48,EDU ANGELS INDIA PVT LTD  , , ,Curriculum Assistant (Data Science),1-4 Yrs,"6,00,000 - 10,00,000 PA.","Bangalore/Bengaluru, Mumbai (All Areas)","Curriculum Development,Python",https://www.naukri.com/job-listings-curriculum-assistant-data-science-edu-angels-india-pvt-ltd-bangalore-bengaluru-mumbai-all-areas-1-to-4-years-290621007670?src=jobsearchDesk&sid=16259963863089050&xp=9&px=4
49,Philips India Limited,4.0,(506 Reviews),Specialist II - Data Science,6-8 Yrs,Not disclosed,Bangalore/Bengaluru,"Computer science,Data analysis,Machine learning,PLSQL,Healthcare,QlikView,Information management,Data mining",https://www.naukri.com/job-listings-specialist-ii-data-science-philips-india-limited-bangalore-bengaluru-6-to-8-years-250621500854?src=jobsearchDesk&sid=16259963863089050&xp=10&px=4
50,Trigent Software,3.8,(155 Reviews),Data Science,6-8 Yrs,Not disclosed,"Pune, Chennai, Coimbatore, Bangalore/Bengaluru","statistical,data manipulation,Scala,perdition,nosql Database,data wrangling projects,packages,nosql",https://www.naukri.com/job-listings-data-science-trigent-software-private-limited-pune-chennai-coimbatore-bangalore-bengaluru-6-to-8-years-240621607279?src=jobsearchDesk&sid=16259963863089050&xp=11&px=4
51,Virtusa Consulting Services Pvt Ltd,3.4,(1054 Reviews),Data science Managers - Immediate Joiners,10-20 Yrs,Not disclosed,"Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru","IT Skills,Python,Testing,Data Science,Machine Learning,Tableau,Power BI,R",https://www.naukri.com/job-listings-data-science-managers-immediate-joiners-virtusa-consulting-services-pvt-ltd-hyderabad-secunderabad-pune-chennai-bangalore-bengaluru-10-to-20-years-120521005153?src=jobsearchDesk&sid=16259963863089050&xp=12&px=4
52,DataTrained,4.4,(15 Reviews),Data Science Intern,0-2 Yrs,Not disclosed,"Noida, Bengaluru","Computer science,SAN,French,data science,Intern,Analytical,Machine learning,Predictive modeling",https://www.naukri.com/job-listings-data-science-intern-datatrained-noida-bengaluru-bangalore-0-to-2-years-040620500786?src=jobsearchDesk&sid=16259963863089050&xp=13&px=4
53,Mindtree Limited,4.0,(1721 Reviews),Senior Project Manager -- Data Science,7-10 Yrs,Not disclosed,Bangalore/Bengaluru,"Business process,Retail,Interpersonal skills,data science,Business Analyst,Data modeling,Consulting,Data analytics",https://www.naukri.com/job-listings-senior-project-manager-data-science-mindtree-limited-bangalore-bengaluru-7-to-10-years-140521500819?src=jobsearchDesk&sid=16259963863089050&xp=14&px=4
54,Mindtree Limited,4.0,(1721 Reviews),Data Science -- Senior Project Manager,7-10 Yrs,Not disclosed,Bangalore/Bengaluru,"requirements gathering,data gathering analysis,machine learning,analytical,Data analysis,Product engineering,Network design,Prototype",https://www.naukri.com/job-listings-data-science-senior-project-manager-mindtree-limited-bangalore-bengaluru-7-to-10-years-170521500550?src=jobsearchDesk&sid=16259963863089050&xp=15&px=4
55,Mindtree Limited,4.0,(1721 Reviews),Senior Project Manager -- Data Science,7-10 Yrs,Not disclosed,Bangalore/Bengaluru,"Data analysis,Product engineering,Network design,Prototype,Analytical,Machine learning,Scheduling,Python",https://www.naukri.com/job-listings-senior-project-manager-data-science-mindtree-limited-bangalore-bengaluru-7-to-10-years-170521500552?src=jobsearchDesk&sid=16259963863089050&xp=16&px=4
56,Catalyst, , ,Data Science/ Analysis Expert - Machine Learning,2-6 Yrs,Not disclosed,Bangalore/Bengaluru,"Regression Algorithms,NLP,Data Scientist,Artificial Intelligence,Data Modeling,Data Warehousing,Data Analytics,ETL",https://www.naukri.com/job-listings-data-science-analysis-expert-machine-learning-catalyst-bangalore-bengaluru-2-to-6-years-280720902564?src=jobsearchDesk&sid=16259963863089050&xp=17&px=4
57,Data is Good, , ,Data Science Content Developer,0-1 Yrs,"1,75,000 - 2,50,000 PA.","Bangalore/Bengaluru, Delhi / NCR, Mumbai (All Areas)","Data Science,Python Dash,Excel,Content Development,R Programming,Statistics and Probability,R Shiny,Web Scraping",https://www.naukri.com/job-listings-data-science-content-developer-data-is-good-bangalore-bengaluru-delhi-ncr-mumbai-all-areas-0-to-1-years-160621002732?src=jobsearchDesk&sid=16259963863089050&xp=18&px=4
58,Amploy.io, , ,Data Science Intern (remote),0-5 Yrs,"13,00,000 - 18,00,000 PA.","Bangalore/Bengaluru, Delhi / NCR, Mumbai (All Areas)","Data Science,Application Programming,Software Development,AI,IT,Career Development,Machine Learning,Startup",https://www.naukri.com/job-listings-data-science-intern-remote-amploy-io-bangalore-bengaluru-delhi-ncr-mumbai-all-areas-0-to-5-years-070621001131?src=jobsearchDesk&sid=16259963863089050&xp=19&px=4
59,ALTAIR DEVELOPERS PRIVATE LIMITED,3.9,(11 Reviews),QA Data Science Intern,0-1 Yrs,Not disclosed,Bangalore/Bengaluru,"IT Skills,Java,Python,Data Science,Oracle,QA,Intern,Simulation",https://www.naukri.com/job-listings-qa-data-science-intern-altair-developers-private-limited-bangalore-bengaluru-0-to-1-years-020321500786?src=jobsearchDesk&sid=16259963863089050&xp=20&px=4
60,Winwire Technologies India Pvt. Ltd.,3.9,(39 Reviews),Data Science Module/Technical Lead,6-8 Yrs,Not disclosed,"Hyderabad/Secunderabad, Bangalore/Bengaluru","Azure,R,communication,Pandas,written,AWS,Matplotlib,NumPy",https://www.naukri.com/job-listings-data-science-module-technical-lead-winwire-technologies-india-pvt-ltd-hyderabad-secunderabad-bangalore-bengaluru-6-to-8-years-150621500096?src=jobsearchDesk&sid=16259964227445100&xp=1&px=5
61,KeepTruckin, , ,Manager Data Science,4-7 Yrs,Not disclosed,Bangalore/Bengaluru,"Computer science,Statistical programming,SAN,Data analysis,data science,Machine learning,Telematics,Freight",https://www.naukri.com/job-listings-manager-data-science-keeptruckin-bangalore-bengaluru-4-to-7-years-090621500118?src=jobsearchDesk&sid=16259964227445100&xp=2&px=5
62,Mindtree Limited,4.0,(1721 Reviews),Technical Lead -- Data Science,8-10 Yrs,Not disclosed,Bangalore/Bengaluru,"data science,SPARK Scala,ML,PySpark,Azure data,Machine learning,Analysis,IT Skills",https://www.naukri.com/job-listings-technical-lead-data-science-mindtree-limited-bangalore-bengaluru-8-to-10-years-040521500207?src=jobsearchDesk&sid=16259964227445100&xp=3&px=5
63,GO-JEK India,4.5,(6 Reviews),Manager - Data Science,8-9 Yrs,Not disclosed,Bengaluru,"IT Skills,Python,Machine Learning,Project Management,BPO,project management,Data analysis,data science",https://www.naukri.com/job-listings-manager-data-science-go-jek-india-bengaluru-bangalore-8-to-9-years-280121500419?src=jobsearchDesk&sid=16259964227445100&xp=4&px=5
64,BRIDGEi2i Analytics Solutions Private Limited,3.5,(43 Reviews),SCM - DATA SCIENCE,3-6 Yrs,Not disclosed,Bangalore/Bengaluru,"Procurement,PMP,Data analysis,Supply chain management,data science,Simulation,SCM,Risk management",https://www.naukri.com/job-listings-scm-data-science-bridgei2i-analytics-solutions-private-limited-bangalore-bengaluru-3-to-6-years-200521500792?src=jobsearchDesk&sid=16259964227445100&xp=5&px=5
65,IBM India Pvt. Limited,4.0,(9963 Reviews),Data Science Engineer,6-10 Yrs,Not disclosed,Bangalore/Bengaluru,"IT Skills,Java,Python,Software Development,Testing,Data Science,Machine Learning,Computer science",https://www.naukri.com/job-listings-data-science-engineer-ibm-india-pvt-limited-bangalore-bengaluru-6-to-10-years-240621906648?src=jobsearchDesk&sid=16259964227445100&xp=6&px=5
