,Company,Rating,Review Count,Title,Experience,Salary,Location,Skills,Link,Role,Industry,Functional Area,Role Category,Employment Type,Industry Type,UG ,PG ,Doctorate 
102,Aureus Analytics,3.3,(2 Reviews),Data Scientist,5-10 Yrs,Not disclosed,Mumbai,"Logistic regression,data science,Neural networks,Machine learning,Actuarial,Mathematics,Customer experience,Forecasting",https://www.naukri.com/job-listings-data-scientist-aureus-analytics-mumbai-5-to-10-years-260919500973?src=jobsearchDesk&sid=16261509559583860&xp=3&px=7,"Software Developer,",,"IT Software - Application Programming, Maintenance,",Programming & Design,"Full Time, Permanent","Internet,",B.Tech/B.E. in Computers,Post Graduation Not Required,
103,Exponentia Datalabs Pvt. Ltd,3.2,(16 Reviews),Data Scientist,4-9 Yrs,Not disclosed,Mumbai (All Areas),Data Science,https://www.naukri.com/job-listings-data-scientist-exponentia-datalabs-pvt-ltd-mumbai-all-areas-4-to-9-years-210521602606?src=jobsearchDesk&sid=16261509559583860&xp=4&px=7,"Data Analyst,",,"Analytics & Business Intelligence,",Analytics & BI,"Full Time, Permanent","IT Services & Consulting,",Any Graduate,Post Graduation Not Required,Doctorate Not Required
104,Bit Brothers Tech Pvt Ltd, , ,Lead Data Scientist,4-6 Yrs,Not disclosed,Mumbai,"Computer science,Statistical analysis,Data management,data science,Machine learning,Data quality,Data mining,MATLAB",https://www.naukri.com/job-listings-lead-data-scientist-bit-brothers-tech-pvt-ltd-mumbai-4-to-6-years-190520501089?src=jobsearchDesk&sid=16261509559583860&xp=5&px=7,"Software Developer,",,"IT Software - Application Programming, Maintenance,",Programming & Design,"Full Time, Permanent","Internet,",Any Graduate,Post Graduation Not Required,
105,Visible Alpha Solutions India Pvt. Ltd.,4.1,(42 Reviews),Data Scientist I/ Data Scientist II,2-5 Yrs, Not Disclosed by Recruiter ,Mumbai,"MySQL,Communication,data visualization,machine learning,NoSQL,Python,IT Skills,Data Science",https://www.naukri.com/job-listings-data-scientist-i-data-scientist-ii-visible-alpha-solutions-india-pvt-ltd-mumbai-2-to-5-years-160621900359?src=jobsearchDesk&sid=16261509559583860&xp=6&px=7,Data Analyst,IT Services & Consulting,Analytics & Business Intelligence,Analytics & BI,"Full Time, Permanent",,,,
106,Acidaes Solutions Pvt. Ltd.,3.5,(67 Reviews),Data Scientist | Immediate joiners | CRMnext,6-9 Yrs,"10,00,000 - 17,00,000 PA.",Mumbai (All Areas),"Requirement Gathering,Machine Learning,Data Science,IT Skills,Python,Cloud,Big Data,Predictive Modeling",https://www.naukri.com/job-listings-data-scientist-immediate-joiners-crmnext-acidaes-solutions-pvt-ltd-mumbai-all-areas-6-to-9-years-140621607235?src=jobsearchDesk&sid=16261509559583860&xp=7&px=7,"Technical Architect,",,"IT Software - Application Programming, Maintenance,",Programming & Design,"Full Time, Permanent","IT Services & Consulting,",Any Graduate,Any Postgraduate,
107,Acidaes Solutions Pvt. Ltd.,3.5,(67 Reviews),Data Scientist | Immediate joiners | CRMnext,6-9 Yrs,"10,00,000 - 17,00,000 PA.",Mumbai (All Areas),"Requirement Gathering,Machine Learning,Data Science,IT Skills,Python,Cloud,Big Data,Predictive Modeling",https://www.naukri.com/job-listings-data-scientist-immediate-joiners-crmnext-acidaes-solutions-pvt-ltd-mumbai-all-areas-6-to-9-years-140621007233?src=jobsearchDesk&sid=16261509559583860&xp=8&px=7,"Technical Architect,",,"IT Software - Application Programming, Maintenance,",Programming & Design,"Full Time, Permanent","IT Services & Consulting,",Any Graduate,Any Postgraduate,
108,SVKM's Narsee Monjee Institute of Management Studies - NMIMS, , ,Data Scientist,2-7 Yrs,Not disclosed,Mumbai,"data science,SAS,Analytical,Machine learning,HTML,Predictive modeling,Pattern recognition,Data mining",https://www.naukri.com/job-listings-data-scientist-svkm-s-narsee-monjee-institute-of-management-studies-nmims-mumbai-2-to-7-years-130720501068?src=jobsearchDesk&sid=16261509559583860&xp=9&px=7,"Software Developer,",,"IT Software - Application Programming, Maintenance,",Programming & Design,"Full Time, Permanent","IT Services & Consulting,",Any Graduate,Any Postgraduate,
109,RGF Professional Recruitment,2.8,(3 Reviews),Data Scientist,3-9 Yrs,Not disclosed,Mumbai,"data science,Analytical,Machine learning,Saving,Management,Analytics,Recruitment,Python",https://www.naukri.com/job-listings-data-scientist-rgf-professional-recruitment-mumbai-3-to-9-years-011220501274?src=jobsearchDesk&sid=16261509559583860&xp=10&px=7,"Clinical Research Associate/Scientist,",,"Medical, Healthcare, R&D, Pharmaceuticals, Biotechnology,",R&D,"Full Time, Permanent","Recruitment / Staffing,",Any Graduate,Post Graduation Not Required,
110,NOVIQUE HEALTH, , ,Data Scientist,2-7 Yrs,Not disclosed,"Mumbai, New Delhi, Pune","data science,Insurance claims,Machine learning,Clinical trials,Healthcare,Product sales,Biochemistry,Open source",https://www.naukri.com/job-listings-data-scientist-novique-health-pune-delhi-mumbai-2-to-7-years-010819500847?src=jobsearchDesk&sid=16261509559583860&xp=11&px=7,"Bio/Pharma Informatics-Associate/Scientist,",,"Medical, Healthcare, R&D, Pharmaceuticals, Biotechnology,",R&D,"Full Time, Permanent","Pharmaceutical & Life Sciences,",Any Graduate,Post Graduation Not Required,
111,Capgemini Technology Services India Limited,3.6,(12552 Reviews),Data Labelling,8-10 Yrs, Not Disclosed by Recruiter ,Mumbai,"IT Skills,Data Science,Big Data,RPA,Analytical skills,Programming,Infrastructure,Manager Technology",https://www.naukri.com/job-listings-data-labelling-capgemini-technology-services-india-limited-mumbai-8-to-10-years-210621905850?src=jobsearchDesk&sid=16261509559583860&xp=12&px=7,Product Manager,IT Services & Consulting,"IT Software - Application Programming, Maintenance",Programming & Design,"Full Time, Permanent",,,,
112,Capgemini Technology Services India Limited,3.6,(12552 Reviews),Data Labelling,2-4 Yrs, Not Disclosed by Recruiter ,Mumbai,"data science,Artificial Intelligence,Programming,Manager Technology,Agile methodology",https://www.naukri.com/job-listings-data-labelling-capgemini-technology-services-india-limited-mumbai-2-to-4-years-210621905791?src=jobsearchDesk&sid=16261509559583860&xp=13&px=7,Program Manager,IT Services & Consulting,"IT Software - Application Programming, Maintenance",Senior Management,"Full Time, Permanent",,,,
113,Capgemini Technology Services India Limited,3.6,(12552 Reviews),Data Labelling,12-14 Yrs, Not Disclosed by Recruiter ,Mumbai,"analytical,Agile methodology,Big Data,communication,IT Skills,Data Science,RPA,Solution architecture",https://www.naukri.com/job-listings-data-labelling-capgemini-technology-services-india-limited-mumbai-12-to-14-years-210621905623?src=jobsearchDesk&sid=16261509559583860&xp=14&px=7,Fresher,IT Services & Consulting,"Sales, Retail, Business Development",Other,"Full Time, Permanent",,,,
114,Accenture Solutions Pvt Ltd,4.0,(18456 Reviews),Data Architecture Principles Application Developer,6-8 Yrs, Not Disclosed by Recruiter ,Mumbai,"IT Skills,Python,Data Science,Machine Learning,AWS,Business process,Linux,Analytical",https://www.naukri.com/job-listings-data-architecture-principles-application-developer-accenture-solutions-pvt-ltd-mumbai-6-to-8-years-200521907359?src=jobsearchDesk&sid=16261509559583860&xp=15&px=7,Software Developer,IT Services & Consulting,"IT Software - Application Programming, Maintenance",Programming & Design,"Full Time, Permanent",,,,
115,Accenture Solutions Pvt Ltd,4.0,(18456 Reviews),Microsoft Modern Data Platform Application Developer,4-6 Yrs, Not Disclosed by Recruiter ,Mumbai,"analytical,Quality Assurance,Microsoft Modern Data Platform,communication,IT Skills,Data Science,Business process,Process analysis",https://www.naukri.com/job-listings-microsoft-modern-data-platform-application-developer-accenture-solutions-pvt-ltd-mumbai-4-to-6-years-180521904814?src=jobsearchDesk&sid=16261509559583860&xp=16&px=7,Software Developer,IT Services & Consulting,"IT Software - Application Programming, Maintenance",Programming & Design,"Full Time, Permanent",,,,
116,Accenture Solutions Pvt Ltd,4.0,(18456 Reviews),Microsoft Modern Data Platform Application Developer,6-8 Yrs, Not Disclosed by Recruiter ,Mumbai,"IT Skills,Quality Assurance,Data Science,Business process,Process analysis,Manager Quality Assurance,Analytical,Consulting",https://www.naukri.com/job-listings-microsoft-modern-data-platform-application-developer-accenture-solutions-pvt-ltd-mumbai-6-to-8-years-080621908168?src=jobsearchDesk&sid=16261509559583860&xp=17&px=7,Software Developer,IT Services & Consulting,"IT Software - Application Programming, Maintenance",Programming & Design,"Full Time, Permanent",,,,
117,Credo Consulting, , ,Specialist - Data Visualization - Power BI,3-6 Yrs,Not disclosed,Mumbai,"Machine Learning,Excel,Power BI,analytical,Python,IT Skills,Data Science,Statistical Modeling",https://www.naukri.com/job-listings-specialist-data-visualization-power-bi-credo-consulting-mumbai-3-to-6-years-060721907057?src=jobsearchDesk&sid=16261509559583860&xp=18&px=7,"Data Analyst,",,"Analytics & Business Intelligence,",Analytics & BI,"Full Time, Permanent","IT Services & Consulting,",Any Graduate,Any Postgraduate,Doctorate Not Required
118,Accenture Solutions Pvt Ltd,4.0,(18456 Reviews),Microsoft Modern Data Platform Application Developer,8-10 Yrs, Not Disclosed by Recruiter ,Mumbai,"analytical,communication,Microsoft Modern Data Platform,Quality Assurance,IT Skills,Data Science,Business process,Process analysis",https://www.naukri.com/job-listings-microsoft-modern-data-platform-application-developer-accenture-solutions-pvt-ltd-mumbai-8-to-10-years-010621907184?src=jobsearchDesk&sid=16261509559583860&xp=19&px=7,Software Developer,IT Services & Consulting,"IT Software - Application Programming, Maintenance",Programming & Design,"Full Time, Permanent",,,,
119,Hexaware Technologies Ltd.,3.5,(1663 Reviews),Need For Business analyst with SQL Server and Data warehousing,9-14 Yrs," 10,00,000 - 20,00,000 P.A. ","Pune, Chennai, Bangalore/Bengaluru, Mumbai (All Areas)","DW,DWBI,SQL Server,Data Warehousing,ETL,Business Analysis",https://www.naukri.com/job-listings-need-for-business-analyst-with-sql-server-and-data-warehousing-hexaware-technologies-ltd-pune-chennai-bangalore-bengaluru-mumbai-all-areas-9-to-14-years-020721000427?src=jobsearchDesk&sid=16261509559583860&xp=20&px=7,Business Analyst,IT Services & Consulting,"IT Software - Application Programming, Maintenance",System Design/Implementation/ERP/CRM,"Full Time, Permanent",,,,
120,Placewell Consultants, , ,Data scientist,3-8 Yrs,Not disclosed,"Mumbai, Gurgaon/Gurugram, Bangalore/Bengaluru","Data Science,R,SAS,Computer Science,Machine Learning,Statistics,Python",https://www.naukri.com/job-listings-data-scientist-placewell-consultants-mumbai-gurgaon-gurugram-bangalore-bengaluru-3-to-8-years-070621002691?src=jobsearchDesk&sid=1626151295827756&xp=1&px=8,"Assistant Manager/Manager-(NonTechnical),",,"ITES, BPO, KPO, LPO, Customer Service, Operations,",Back Office/Web/Transaction Processing,"Full Time, Permanent","BPO / Call Centre,",Any Graduate,Post Graduation Not Required,Doctorate Not Required
121,CAMSDATA TECHNOLOGIES INDIA PVT LTD,4.3,(5 Reviews),Analyst Data Scientist,3-8 Yrs,Not disclosed,"Mumbai, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru","IT Skills,Python,Data Science,Machine Learning,Big Data,Computer science,Evaluation,Data analysis",https://www.naukri.com/job-listings-analyst-data-scientist-camsdata-technologies-india-pvt-ltd-mumbai-hyderabad-secunderabad-pune-chennai-bangalore-bengaluru-3-to-8-years-210518500355?src=jobsearchDesk&sid=1626151295827756&xp=2&px=8,"Sales Executive/Officer,",,"Sales, Retail, Business Development,",Institutional Sales,"Full Time, Permanent","IT Services & Consulting,",Any Graduate,Post Graduation Not Required,
122,AG Technologies pvt Ltd,2.3,(29 Reviews),Data Analyst,0-2 Yrs,"2,00,000 - 4,00,000 PA.","Noida, Kolkata, Hyderabad/Secunderabad, Pune, Ahmedabad, Chennai, Bangalore/Bengaluru, Delhi / NCR, Mumbai (All Areas)","communication,AP,O2C,SAP,P2P,analytical,SQL,SAP Database",https://www.naukri.com/job-listings-data-analyst-ag-technologies-pvt-ltd-noida-kolkata-hyderabad-secunderabad-pune-ahmedabad-chennai-bangalore-bengaluru-delhi-ncr-mumbai-all-areas-0-to-2-years-190621603270?src=jobsearchDesk&sid=1626151295827756&xp=3&px=8,"Database Architect/Designer,",,"IT Software - ERP, CRM,",Programming & Design,"Full Time, Permanent","IT Services & Consulting,",Any Graduate,,
123,AG Technologies pvt Ltd,2.3,(29 Reviews),Data Analyst,0-2 Yrs,"2,00,000 - 4,00,000 PA.","Noida, Kolkata, Hyderabad/Secunderabad, Pune, Ahmedabad, Chennai, Bangalore/Bengaluru, Delhi / NCR, Mumbai (All Areas)","communication,AP,O2C,SAP,P2P,analytical,SQL,SAP Database",https://www.naukri.com/job-listings-data-analyst-ag-technologies-pvt-ltd-noida-kolkata-hyderabad-secunderabad-pune-ahmedabad-chennai-bangalore-bengaluru-delhi-ncr-mumbai-all-areas-0-to-2-years-190621003268?src=jobsearchDesk&sid=1626151295827756&xp=4&px=8,"Database Architect/Designer,",,"IT Software - ERP, CRM,",Programming & Design,"Full Time, Permanent","IT Services & Consulting,",Any Graduate,,
124,AINE Info Tech Pvt Ltd, , ,"Financial Research Analyst, Research Associate, Data Researcher",0-2 Yrs,"3,00,000 - 6,00,000 PA.","Kolkata, Mumbai, Hyderabad/Secunderabad, Pune, Ahmedabad, Chennai, Bangalore/Bengaluru, Delhi / NCR, Mumbai (All Areas)","Investment Research,Data Research,Financial Analysis,Financial Research,Secondary Research,Research Analysis,Company Analysis,Equity Research",https://www.naukri.com/job-listings-financial-research-analyst-research-associate-data-researcher-aine-info-tech-pvt-ltd-kolkata-mumbai-hyderabad-secunderabad-pune-ahmedabad-chennai-bangalore-bengaluru-delhi-ncr-mumbai-all-areas-0-to-2-years-030721000235?src=jobsearchDesk&sid=1626151295827756&xp=5&px=8,"Analyst,",,"Financial Services, Banking, Investments, Insurance,",Financial Services/Stock Broking,"Full Time, Permanent","Analytics / KPO / Research,",Any Graduate,Any Postgraduate,
125,Infogain India (P) Ltd.,3.4,(346 Reviews),"Senior Consultant, Development",8-11 Yrs,Not disclosed,Mumbai,"IT Skills,Data Science,Business services,Data analysis,Backend,Clinical trials,Manager Technology,Clinical Data Analyst",https://www.naukri.com/job-listings-senior-consultant-development-infogain-india-p-ltd-mumbai-8-to-11-years-300621500850?src=jobsearchDesk&sid=1626151295827756&xp=6&px=8,"Clinical Research Associate/Scientist,",,"Medical, Healthcare, R&D, Pharmaceuticals, Biotechnology,",R&D,"Full Time, Permanent","IT Services & Consulting,",B.Tech/B.E. in Production/Industrial,Any Postgraduate,
126,Huquo Consulting Pvt. Ltd, , ,Junior/Senior Data Scientist,1-6 Yrs,Not disclosed,Mumbai,"Data Science,Business Intelligence,SAS,Data Scientist,Data Management,Data Mining,Tableau,Data Analytics",https://www.naukri.com/job-listings-junior-senior-data-scientist-huquo-consulting-pvt-ltd-mumbai-1-to-6-years-020621902431?src=jobsearchDesk&sid=1626151295827756&xp=7&px=8,"Data Analyst,",,"Analytics & Business Intelligence,",Analytics & BI,"Full Time, Permanent","Management Consulting,","B.A in Statistics, Maths, BCA in Computers, B.Sc in Maths, Computers, Statistics, B.Tech/B.E. in Computers",Any Postgraduate,Doctorate Not Required
127,Fractal Analytics,3.9,(97 Reviews),Senior Data Scientist,5-9 Yrs,Not disclosed,"Mumbai, Gurgaon/Gurugram, Bangalore/Bengaluru","Supply chain,Data analysis,SAS,Time series analysis,Artificial Intelligence,Consulting,Machine learning,Data analytics",https://www.naukri.com/job-listings-senior-data-scientist-fractal-analytics-ltd-mumbai-gurgaon-gurugram-bangalore-bengaluru-5-to-9-years-140621500966?src=jobsearchDesk&sid=1626151295827756&xp=8&px=8,"Technical Architect,",,"IT Software - DBA, Datawarehousing,",Programming & Design,"Full Time, Permanent","Management Consulting,",B.Tech/B.E. in Production/Industrial,Any Postgraduate,
128,In2M Technologies Pvt Ltd,4.0,(4 Reviews),Senior Data Engineer,5-8 Yrs,Not disclosed,Mumbai,"Computer science,data science,Coding,Data modeling,Financial inclusion,Javascript,Data structures,Genetics",https://www.naukri.com/job-listings-senior-data-engineer-in2m-technologies-pvt-ltd-mumbai-5-to-8-years-030221501269?src=jobsearchDesk&sid=1626151295827756&xp=9&px=8,"Datawarehousing Technician,",,"IT Software - DBA, Datawarehousing,",System Design/Implementation/ERP/CRM,"Full Time, Permanent","Education / Training,",Any Graduate,Any Postgraduate,
129,Integreon,3.6,(292 Reviews),Sr Data Technology Analyst,5-10 Yrs,Not disclosed,Mumbai,"Computer science,Data analysis,Operations research,SAS,Risk assessment,Javascript,Business solutions,Forecasting",https://www.naukri.com/job-listings-sr-data-technology-analyst-integreon-mumbai-5-to-10-years-050721500582?src=jobsearchDesk&sid=1626151295827756&xp=10&px=8,"System Analyst,",,"IT Software - System Programming,",Programming & Design,"Full Time, Permanent","Telecom / ISP,",Any Graduate,Post Graduation Not Required,
130,TurboHire Technologies Pvt. Ltd.   , , ,Campaign Analyst,2-4 Yrs,Not disclosed,Mumbai,"Media Marketing,Data Science,Pyspark,R,Exploratory Data Analysis,Finance,Octave,Statistics",https://www.naukri.com/job-listings-campaign-analyst-turbohire-technologies-pvt-ltd-mumbai-2-to-4-years-060721009007?src=jobsearchDesk&sid=1626151295827756&xp=11&px=8,"Data Analyst,",,"Analytics & Business Intelligence,",Analytics & BI,"Full Time, Permanent","IT Services & Consulting,",B.Tech/B.E. in Any Specialization,,
131,Accenture Solutions Pvt Ltd,4.0,(18456 Reviews),Big Data Analysis Tool and Techniques Application Developer,4-6 Yrs, Not Disclosed by Recruiter ,Mumbai,"Business process,Automation,Data analysis,GIT,Coding,Consulting,data governance,splunk",https://www.naukri.com/job-listings-big-data-analysis-tool-and-techniques-application-developer-accenture-solutions-pvt-ltd-mumbai-4-to-6-years-070721903953?src=jobsearchDesk&sid=1626151295827756&xp=12&px=8,Software Developer,IT Services & Consulting,"IT Software - Application Programming, Maintenance",Programming & Design,"Full Time, Permanent",,,,
132,COLLABERA,3.7,(520 Reviews),Job Opportunity For Data Analyst,5-10 Yrs,Not disclosed,"Kolkata, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru, Delhi / NCR, Mumbai (All Areas)","Javascript,shell scripting,communication,C,Java,Linux,machine learning,ETL",https://www.naukri.com/job-listings-opportunity-for-data-analyst-collabera-technologies-private-limited-kolkata-hyderabad-secunderabad-pune-chennai-bangalore-bengaluru-delhi-ncr-mumbai-all-areas-5-to-10-years-180621008123?src=jobsearchDesk&sid=1626151295827756&xp=13&px=8,"Data Analyst,",,"Analytics & Business Intelligence,",Analytics & BI,"Full Time, Permanent","IT Services & Consulting,",Any Graduate,Any Postgraduate,
133,Mind Circus Innovation, , ,Excel VBA Jobs Mumbai | VBA data analyst Jobs,0-2 Yrs,"90,000 - 2,50,000 PA.","Thane, Nasik/Nashik, Mumbai (All Areas)","Excel,VBA,SQL,Word,MIS,VLOOKUP,Data Analysis,Advanced Excel",https://www.naukri.com/job-listings-excel-vba-jobs-mumbai-vba-data-analyst-jobs-mind-circus-innovation-thane-nasik-nashik-mumbai-all-areas-0-to-2-years-080721000972?src=jobsearchDesk&sid=1626151295827756&xp=14&px=8,"Fresher,",,"IT Software - DBA, Datawarehousing,",Other,"Full Time, Permanent","Animation & VFX,",Any Graduate,,
134,Mind Circus Innovation, , ,Excel VBA Jobs Pune | VBA data analyst Jobs,0-2 Yrs,"90,000 - 2,50,000 PA.","Nagpur, Pune, Mumbai (All Areas)","Excel,VBA,SQL,Word,MIS,VLOOKUP,Data Analysis,Advanced Excel",https://www.naukri.com/job-listings-excel-vba-jobs-pune-vba-data-analyst-jobs-mind-circus-innovation-nagpur-pune-mumbai-all-areas-0-to-2-years-080721000863?src=jobsearchDesk&sid=1626151295827756&xp=15&px=8,"Fresher,",,"IT Software - DBA, Datawarehousing,",Other,"Full Time, Permanent","Animation & VFX,",Any Graduate,,
135,General Mills,4.2,(284 Reviews),Planogram (Data Analyst),3-8 Yrs,"4,00,000 - 9,00,000 PA.",Mumbai,"planogram,JDA,Space Planning,Apollo",https://www.naukri.com/job-listings-planogram-data-analyst-general-mills-india-private-limited-mumbai-3-to-8-years-061020006005?src=jobsearchDesk&sid=1626151295827756&xp=16&px=8,"Business Analyst,",,"IT Software - Application Programming, Maintenance,",System Design/Implementation/ERP/CRM,"Full Time, Permanent","FMCG,",Any Graduate,,
136,Deloitte Shared Services India LLP,3.9,(4400 Reviews),Data Analyst,1-5 Yrs,"6,00,000 - 7,00,000 PA.",Mumbai (All Areas),"Process Review,Business Intelligence,Data Structures,Data Analysis,New Business,Analytics,Quality Control",https://www.naukri.com/job-listings-data-analyst-deloitte-shared-services-india-llp-mumbai-all-areas-1-to-5-years-060721001873?src=jobsearchDesk&sid=1626151295827756&xp=17&px=8,"Data Analyst,",,"Analytics & Business Intelligence,",Analytics & BI,"Full Time, Permanent","Financial Services,",Any Graduate,,
137,DG7,3.6,(9 Reviews),DIGITAL DATA ANALYST INTERN,0-1 Yrs,Not disclosed,"Mumbai, Vasai","Data analysis,Data management,Social media,Data collection,Customer support,SEM,MS Office,Data mining",https://www.naukri.com/job-listings-digital-data-analyst-intern-dg7-mumbai-vasai-0-to-1-years-021219500094?src=jobsearchDesk&sid=1626151295827756&xp=18&px=8,"Associate/Senior Associate -(NonTechnical),",,"ITES, BPO, KPO, LPO, Customer Service, Operations,",Voice,"Full Time, Permanent","IT Services & Consulting,",Any Graduate,Any Postgraduate,
138,Credo Consulting, , ,Specialist - Data Visualization - Qliksense/Tableau,3-6 Yrs,Not disclosed,Mumbai,"Data science,Statistical Modeling,Data Visualization,Data Modeling,Tableau,Data Analytics,Machine Learning,Qliksense",https://www.naukri.com/job-listings-specialist-data-visualization-qliksense-tableau-credo-consulting-mumbai-3-to-6-years-180321903632?src=jobsearchDesk&sid=1626151295827756&xp=19&px=8,"Data Analyst,",,"Analytics & Business Intelligence,",Analytics & BI,"Full Time, Permanent","Management Consulting,",Any Graduate,Any Postgraduate,Doctorate Not Required
139,Drishti Consultants Pvt. Ltd. , , ,Manager - SH Data Analytics (Mumbai),5-9 Yrs,"7,00,000 - 17,00,000 PA.",Mumbai (All Areas),"Data Science,Data Analysis,Data Analytics",https://www.naukri.com/job-listings-manager-sh-data-analytics-mumbai-drishti-consultants-pvt-ltd-mumbai-all-areas-5-to-9-years-180621000837?src=jobsearchDesk&sid=1626151295827756&xp=20&px=8,"Data Analyst,",,"Analytics & Business Intelligence,",Analytics & BI,"Full Time, Permanent","Chemicals,",,M.Tech in Chemical,
140,Drishti Consultants Pvt. Ltd. , , ,Manager - SH Data Analytics (Mumbai),5-9 Yrs,"7,00,000 - 17,00,000 PA.",Mumbai (All Areas),"Data Science,Data Analysis,Data Analytics",https://www.naukri.com/job-listings-manager-sh-data-analytics-mumbai-drishti-consultants-pvt-ltd-mumbai-all-areas-5-to-9-years-180621000837?src=jobsearchDesk&sid=16261517623656594&xp=1&px=9,"Data Analyst,",,"Analytics & Business Intelligence,",Analytics & BI,"Full Time, Permanent","Chemicals,",,M.Tech in Chemical,
141,Drishti Consultants Pvt. Ltd. , , ,FLO Data Analytics - Mumbai,2-5 Yrs,"4,00,000 - 8,00,000 PA.",Mumbai (All Areas),"Data Science,Data Analysis,Data Analytics,data analyst,Python",https://www.naukri.com/job-listings-flo-data-analytics-mumbai-drishti-consultants-pvt-ltd-mumbai-all-areas-2-to-5-years-180621000817?src=jobsearchDesk&sid=16261517623656594&xp=2&px=9,"Data Analyst,",,"Analytics & Business Intelligence,",Analytics & BI,"Full Time, Permanent","Chemicals,",,M.Tech in Chemical,
142,Accenture Solutions Pvt Ltd,4.0,(18456 Reviews),Big Data Analysis Tool and Techniques Application Developer,8-10 Yrs, Not Disclosed by Recruiter ,Mumbai,"Business process,Mining,Data analysis,Interpersonal skills,Diagnostics,Coding,Consulting,Organizational management",https://www.naukri.com/job-listings-big-data-analysis-tool-and-techniques-application-developer-accenture-solutions-pvt-ltd-mumbai-8-to-10-years-280621907858?src=jobsearchDesk&sid=16261517623656594&xp=3&px=9,Software Developer,IT Services & Consulting,"IT Software - Application Programming, Maintenance",Programming & Design,"Full Time, Permanent",,,,
143,IDOC SOLUTIONS  Pvt Ltd , , ,"MIS Executive, Business Analyst Executive, Data Analyst
",0-4 Yrs,"1,25,000 - 2,75,000 PA.","Mumbai, Navi Mumbai, Mumbai (All Areas)","data analyst executive,Tally,backend executive,mis executive,Data Analysis,Advanced Excel,backend,excel knowleedge",https://www.naukri.com/job-listings-mis-executive-business-analyst-executive-data-analyst-idoc-solutions-pvt-ltd-mumbai-navi-mumbai-mumbai-all-areas-0-to-4-years-180321000625?src=jobsearchDesk&sid=16261517623656594&xp=4&px=9,"Stenographer/Data Entry Operator,",,"Executive Assistant, Front Office, Data Entry,",Other,"Full Time, Permanent","Pharmaceutical & Life Sciences,",Graduation Not Required,,
144,Accenture Solutions Pvt Ltd,4.0,(18456 Reviews),Big Data Analysis Tool and Techniques Application Developer,8-10 Yrs, Not Disclosed by Recruiter ,Mumbai,"Microservices,Multithreading,Big Data Analysis,SNS,Elasticsearch,Python Programming,EC2,AWS",https://www.naukri.com/job-listings-big-data-analysis-tool-and-techniques-application-developer-accenture-solutions-pvt-ltd-mumbai-8-to-10-years-050721906483?src=jobsearchDesk&sid=16261517623656594&xp=5&px=9,Software Developer,IT Services & Consulting,"IT Software - Application Programming, Maintenance",Programming & Design,"Full Time, Permanent",,,,
145,Fractal Analytics,3.9,(97 Reviews),Account Manager,13-15 Yrs,Not disclosed,"Mumbai, Gurgaon/Gurugram, Bangalore/Bengaluru","Translation,data science,Business analytics,Consulting,Management consulting,Account management,Commercial functions,Techno-commercial",https://www.naukri.com/job-listings-account-manager-fractal-analytics-ltd-mumbai-gurgaon-gurugram-bangalore-bengaluru-13-to-15-years-090721500446?src=jobsearchDesk&sid=16261517623656594&xp=6&px=9,"Accounts Manager,",,"Accounts, Finance, Tax, Company Secretary, Audit,",Accounts,"Full Time, Permanent","Management Consulting,",Any Graduate,Any Postgraduate,
146,TalentStack, , ,Data Scientist - Tensorflow/ Deep Learning,1-4 Yrs,Not disclosed,Mumbai,"Tensorflow,Python,data structures,Keras,IT Skills,Data Science,Machine Learning,Big Data",https://www.naukri.com/job-listings-data-scientist-tensorflow-deep-learning-talentstack-mumbai-1-to-4-years-240621907392?src=jobsearchDesk&sid=16261517623656594&xp=7&px=9,"Data Analyst,",,"Analytics & Business Intelligence,",Analytics & BI,"Full Time, Permanent","IT Services & Consulting,","B.Sc in Computers, BCA in Computers, B.Tech/B.E. in Computers","MS/M.Sc(Science) in Computers, MCA in Computers, M.Tech in Computers",Doctorate Not Required
147,TalentStack, , ,Data Scientist - Computer Vision/NLP,1-4 Yrs,Not disclosed,Mumbai,"data structures,Keras,Tensorflow,Python,IT Skills,Data Science,Machine Learning,Big Data",https://www.naukri.com/job-listings-data-scientist-computer-vision-nlp-talentstack-mumbai-1-to-4-years-230621903344?src=jobsearchDesk&sid=16261517623656594&xp=8&px=9,"Data Analyst,",,"Analytics & Business Intelligence,",Analytics & BI,"Full Time, Permanent","IT Services & Consulting,","BCA in Computers, B.Sc in Computers, B.Tech/B.E. in Computers","M.Tech in Computers, MS/M.Sc(Science) in Computers, MCA in Computers",Doctorate Not Required
148,TurboHire Technologies Pvt. Ltd.   , , ,Manager - Data Scientist,5-6 Yrs,Not disclosed,Mumbai,"communication,Pandas,OOPS,Azure,GCP,SQL,Python,Seaborn",https://www.naukri.com/job-listings-manager-data-scientist-turbohire-technologies-pvt-ltd-mumbai-5-to-6-years-170621005712?src=jobsearchDesk&sid=16261517623656594&xp=9&px=9,"Analytics Manager,",,"Analytics & Business Intelligence,",Analytics & BI,"Full Time, Permanent","IT Services & Consulting,",B.Tech/B.E. in Any Specialization,,
